"red_algae","sugar_kelp","green_algae","soft_sediment","small_rocks","boulder_bedrock","remainder","row_sum","bull_kelp","kelp_crabs","SU","key","site","transect","depth","altitude","DVLlat","DVLlon","EucDIS","area"
1,5,10,10,11,9,4,50,10,2,395,"2_1",2,1,-14.478,1.02,47.62725552,-122.3947647,0.160230573,3.575293066
4,5,8,9,9,11,4,50,17,3,396,"2_1",2,1,-14.478,1.07,47.62725327,-122.3947792,0.160230574,3.934403145
1,3,10,9,5,9,13,50,25,2,397,"2_1",2,1,-14.6304,0.95,47.62725057,-122.3947942,0.120172928,3.101405221
2,7,9,11,10,6,5,50,23,2,398,"2_1",2,1,-14.66088,0.96,47.62724854,-122.3948116,0.179034084,3.167041609
2,5,7,10,11,11,4,50,20,4,399,"2_1",2,1,-14.66088,0.95,47.62724901,-122.3948316,0.179034074,3.101405221
3,5,12,12,10,7,1,50,17,4,400,"2_1",2,1,-14.6304,0.99,47.62724713,-122.3948359,0.039935473,3.368074524
3,2,13,9,11,9,3,50,23,3,401,"2_1",2,1,-14.6304,1.01,47.62724427,-122.3948353,0.056563741,3.505532927
1,9,10,8,7,10,5,50,24,2,402,"2_1",2,1,-14.66088,1.03,47.6272437,-122.3948466,0.126634803,3.645740498
4,7,8,9,9,8,5,50,25,3,403,"2_1",2,1,-14.72184,0.97,47.62724376,-122.3948566,0.089517038,3.233365288
4,7,12,11,7,7,2,50,16,3,404,"2_1",2,1,-14.69136,0.99,47.62724442,-122.3948674,0.126634793,3.368074524
3,5,11,11,9,8,3,50,21,1,405,"2_1",2,1,-14.69136,0.93,47.62724578,-122.3948784,0.089517029,2.972194322
2,7,10,11,11,8,1,50,21,3,406,"2_1",2,1,-14.72184,0.92,47.62724834,-122.394891,0.179034046,2.908619811
1,9,9,9,7,8,7,50,20,0,407,"2_1",2,1,-14.69136,0.8,47.62724902,-122.3949078,0.204230708,2.199334451
1,8,9,11,12,7,2,50,22,2,408,"2_1",2,1,-14.69136,0.97,47.62724189,-122.3949061,0.039935474,3.233365288
2,6,9,12,12,9,0,50,18,1,409,"2_1",2,1,-14.72184,1.12,47.62723154,-122.3949202,0.200068515,4.310695523
3,9,10,14,9,4,1,50,23,2,410,"2_1",2,1,-14.69136,1.15,47.62722679,-122.3949238,0.056563739,4.544718455
3,4,6,8,11,9,9,50,16,2,411,"2_1",2,1,-14.99616,0.93,47.62722185,-122.3949368,0.160230578,2.972194322
3,8,12,6,7,9,5,50,15,3,412,"2_1",2,1,-14.96568,1.09,47.62721727,-122.3949559,0.126634817,4.08285822
2,1,12,9,7,7,12,50,14,3,413,"2_1",2,1,-14.96568,1.06,47.62721775,-122.3949677,0.089517045,3.861206545
2,7,13,10,9,8,1,50,18,1,414,"2_1",2,1,-14.96568,1.11,47.62721772,-122.3949782,0,4.234062464
4,0,11,9,10,12,4,50,21,2,415,"2_2",2,2,-14.35608,1.32,47.62722913,-122.3940449,0.079899589,5.987688042
2,7,7,12,10,10,2,50,24,1,416,"2_2",2,2,-14.41704,1.41,47.62722902,-122.3940509,0.089442679,6.832026283
2,5,10,13,12,6,2,50,26,2,417,"2_2",2,2,-14.23416,1.51,47.62723394,-122.394054,0.113016411,7.835472626
4,3,13,9,11,10,0,50,26,2,418,"2_2",2,2,-14.23416,1.36,47.62723857,-122.3940472,0.169857977,6.356076562
2,7,8,15,18,0,0,50,25,1,419,"2_2",2,2,-14.23416,1.22,47.62724441,-122.3940355,0.089442665,5.114827182
5,4,9,8,10,11,3,50,16,3,420,"2_2",2,2,-14.26464,1.22,47.62724116,-122.3940201,0.253048752,5.114827182
2,6,10,8,12,10,2,50,17,3,421,"2_2",2,2,-14.23416,1.07,47.62723945,-122.3940084,0.120130297,3.934403145
1,3,10,14,9,8,5,50,26,2,422,"2_2",2,2,-14.14272,0.89,47.62724099,-122.3939944,0.126673316,2.722020029
3,4,9,10,15,9,0,50,22,2,423,"2_2",2,2,-14.3256,0.87,47.62724086,-122.3939839,0.089568195,2.601056634
3,5,11,8,10,8,5,50,17,3,424,"2_2",2,2,-14.3256,0.8,47.62724154,-122.3939734,0.05661932,2.199334451
2,6,7,6,12,13,4,50,32,2,425,"2_2",2,2,-14.14272,0.88,47.62724069,-122.3939669,0.089568192,2.661194685
1,2,11,9,10,10,7,50,11,0,426,"2_2",2,2,-14.0208,0.85,47.62724069,-122.3939581,0.04004343,2.482842407
3,4,9,9,9,9,7,50,23,1,427,"2_2",2,2,-14.05128,0.72,47.62724067,-122.3939505,0.080086858,1.781460905
2,9,10,13,7,8,1,50,26,0,428,"2_2",2,2,-14.0208,0.66,47.62724035,-122.3939419,0.05661932,1.49692201
2,5,8,11,12,6,6,50,20,3,429,"2_2",2,2,-13.99032,0.73,47.62723998,-122.3939357,0.05661932,1.831289576
4,9,8,9,7,7,6,50,20,2,430,"2_2",2,2,-14.0208,0.67,47.62723981,-122.3939275,0.089568192,1.54262693
3,7,11,6,12,10,1,50,15,0,431,"2_2",2,2,-13.99032,0.71,47.62723495,-122.3939209,0.126524378,1.732319526
2,7,11,9,12,6,3,50,13,1,432,"2_2",2,2,-13.8684,0.86,47.62723265,-122.3939148,0.080086866,2.541605875
3,6,8,10,13,9,1,50,18,3,433,"2_2",2,2,-13.89888,0.94,47.62723104,-122.393906,0.080086868,3.036456126
1,3,10,11,8,8,9,50,21,2,434,"2_2",2,2,-13.8684,0.86,47.62722994,-122.3938961,0.089568206,2.541605875
2,8,10,8,8,10,4,50,17,3,435,"2_2",2,2,-13.83792,0.76,47.62722948,-122.3938859,0.089568204,1.984899342
1,6,12,13,15,2,1,50,14,2,436,"2_2",2,2,-13.5636,0.94,47.62722805,-122.3938763,0.040043436,3.036456126
4,5,12,8,10,7,4,50,22,2,437,"2_2",2,2,-13.62456,0.84,47.62722452,-122.3938587,0.12013031,2.424766232
2,4,10,12,6,13,3,50,18,2,438,"2_2",2,2,-13.59408,0.85,47.62722413,-122.3938537,0.056619329,2.482842407
3,5,9,6,8,7,12,50,21,0,439,"2_2",2,2,-13.44168,1.03,47.6272194,-122.3938487,0.08008688,3.645740498
1,5,11,12,11,8,2,50,20,1,440,"2_2",2,2,-13.50264,0.93,47.62721812,-122.3938396,0.080086881,2.972194322
3,6,8,11,9,10,3,50,27,2,441,"2_2",2,2,-13.38072,0.99,47.62721617,-122.3938321,0.040043442,3.368074524
1,4,9,10,12,10,4,50,22,4,442,"2_2",2,2,-13.38072,0.89,47.62721506,-122.3938223,0.080086884,2.722020029
3,2,10,8,12,12,3,50,28,2,443,"2_2",2,2,-13.44168,0.84,47.62721441,-122.3938139,0.089568222,2.424766232
2,5,8,10,8,13,4,50,20,2,444,"2_2",2,2,-13.38072,0.81,47.62721374,-122.3938067,0.089568225,2.254661458
2,4,12,9,10,8,5,50,16,4,445,"2_2",2,2,-13.4112,0.81,47.62721261,-122.3937981,0.089568226,2.254661458
2,4,11,10,9,5,9,50,20,2,446,"2_2",2,2,-13.44168,0.85,47.62721183,-122.3937881,0.089568226,2.482842407
3,6,8,8,11,9,5,50,24,0,447,"2_2",2,2,-13.4112,0.91,47.62721121,-122.3937785,0.089568226,2.845732592
1,9,10,11,8,10,1,50,26,1,448,"2_2",2,2,-13.44168,0.94,47.6272096,-122.3937696,0.080086887,3.036456126
2,2,8,8,11,9,10,50,19,0,449,"2_2",2,2,-13.4112,0.73,47.62720798,-122.3937619,0.126524405,1.831289576
2,4,11,13,9,9,2,50,22,0,450,"2_2",2,2,-13.4112,0.54,47.62720522,-122.3937544,0.040043445,1.002071759
2,6,10,8,13,9,2,50,23,2,451,"2_2",2,2,-13.28928,0.79,47.62720327,-122.3937469,0.120130342,2.144694735
2,4,9,7,12,12,4,50,27,1,452,"2_2",2,2,-13.28928,0.86,47.62720123,-122.3937354,0.089568239,2.541605875
2,4,7,9,9,10,9,50,13,1,453,"2_2",2,2,-13.28928,0.86,47.62719884,-122.3937253,0.04004345,2.541605875
1,5,10,9,11,11,3,50,19,2,454,"2_2",2,2,-13.28928,0.99,47.62719667,-122.3937209,0.080086901,3.368074524
4,4,15,14,13,0,0,50,19,1,455,"2_2",2,2,-13.28928,0.94,47.62719431,-122.3937096,0.165156835,3.036456126
1,6,9,14,12,7,1,50,14,2,456,"2_2",2,2,-13.2588,0.84,47.62719616,-122.3936966,0.144405552,2.424766232
2,0,8,11,10,8,11,50,13,1,457,"2_2",2,2,-12.83208,0.95,47.62719835,-122.3936821,0.040043447,3.101405221
1,4,9,11,5,13,7,50,24,2,458,"2_2",2,2,-12.77112,1.07,47.62719875,-122.3936783,0.05650821,3.934403145
3,4,7,5,10,11,10,50,28,4,459,"2_2",2,2,-12.8016,1.16,47.62719727,-122.3936887,0.339716066,4.624100682
2,5,9,11,10,11,2,50,19,2,460,"2_2",2,2,-12.8016,1.33,47.62719598,-122.3936973,0.089302016,6.078754234
1,6,9,12,9,8,5,50,19,3,461,"2_2",2,2,-12.83208,1.17,47.6271982,-122.3936904,0.16515682,4.704170202
1,6,14,11,9,6,3,50,22,2,462,"2_2",2,2,-12.83208,0.99,47.62719716,-122.393677,0.120130345,3.368074524
4,3,5,10,8,10,10,50,17,4,463,"2_2",2,2,-12.89304,0.98,47.62719775,-122.3936625,0.179136475,3.30037626
2,6,8,9,11,9,5,50,25,2,464,"2_2",2,2,-12.86256,0.87,47.62719595,-122.3936467,0.126673378,2.601056634
2,5,8,10,17,7,1,50,21,3,465,"2_2",2,2,-12.86256,0.87,47.62719268,-122.3936325,0.1601738,2.601056634
3,2,6,8,10,9,12,50,15,4,466,"2_2",2,2,-12.61872,1.03,47.62719181,-122.3936184,0.126673383,3.645740498
5,8,12,16,8,1,0,50,21,1,467,"2_2",2,2,-12.40536,1.11,47.62718762,-122.3936013,0.204240959,4.234062464
2,2,9,9,8,11,9,50,25,2,468,"2_2",2,2,-12.0396,1.22,47.62718355,-122.393587,0.204087012,5.114827182
1,4,8,13,9,9,6,50,27,3,469,"2_2",2,2,-12.07008,1.19,47.62718355,-122.393587,0.215425244,4.866371118
2,9,11,12,9,7,0,50,10,2,470,"2_2",2,2,-12.10056,1.16,47.62717762,-122.393577,0.253048872,4.624100682
3,7,15,15,7,2,1,50,13,3,471,"2_2",2,2,-12.07008,1.23,47.627172,-122.393568,0.165004546,5.199020454
2,6,11,12,8,10,1,50,22,2,472,"2_2",2,2,-12.10056,1.25,47.627172,-122.393568,0.165004546,5.369468874
2,4,10,11,10,10,3,50,11,4,473,"2_2",2,2,-12.0396,1.3,47.62716799,-122.393559,0.165004551,5.807617534
3,8,9,8,7,11,4,50,22,3,474,"2_2",2,2,-12.07008,1.28,47.62716799,-122.393559,0.160173857,5.630296194
2,5,8,9,11,14,1,50,14,4,475,"2_2",2,2,-12.28344,0.99,47.62716675,-122.3935563,0.089427784,3.368074524
3,8,9,11,11,7,1,50,20,2,476,"2_2",2,2,-12.37488,0.77,47.62716091,-122.3935503,0.199728941,2.037477181
2,4,12,7,10,13,2,50,14,0,477,"2_2",2,2,-12.37488,0.86,47.62715887,-122.3935476,0.126524461,2.541605875
2,6,10,6,12,8,6,50,16,5,478,"2_2",2,2,-12.37488,0.89,47.62715887,-122.3935476,0.126524461,2.722020029
2,3,9,9,12,8,7,50,22,2,479,"2_2",2,2,-12.37488,0.98,47.62715781,-122.3935442,0.12013041,3.30037626
1,6,11,11,9,11,1,50,18,3,480,"2_2",2,2,-12.37488,1.08,47.62715781,-122.3935442,0.12013041,4.008287036
2,5,11,9,11,11,1,50,19,1,481,"2_2",2,2,-12.37488,1.26,47.62715345,-122.3935455,0.08930202,5.455724022
2,5,13,10,7,7,6,50,19,0,482,"2_2",2,2,-12.40536,1.49,47.62714674,-122.3935431,0.089568313,7.629285022
1,5,13,11,10,9,1,50,19,2,483,"2_2",2,2,-12.83208,0.87,47.62714572,-122.3935285,0.113016438,2.601056634
2,4,10,12,13,6,3,50,15,2,484,"2_2",2,2,-12.86256,0.94,47.62713832,-122.3935201,0.126524489,3.036456126
3,6,8,11,10,10,2,50,19,2,485,"2_2",2,2,-12.83208,0.8,47.62713776,-122.3935069,0.144144172,2.199334451
2,1,10,11,12,12,2,50,14,4,486,"2_2",2,2,-12.67968,0.9,47.62713485,-122.393499,0.126673504,2.783532664
5,3,12,15,12,3,0,50,24,1,487,"2_2",2,2,-12.67968,0.85,47.62713308,-122.3934819,0.120130453,2.482842407
5,3,9,12,9,11,1,50,19,1,488,"2_2",2,2,-12.58824,1,47.62713073,-122.3934783,0.126673511,3.436460079
2,6,10,9,8,6,9,50,17,1,489,"2_2",2,2,-12.40536,1.42,47.62712359,-122.3934909,0.255792092,6.929278104
4,3,9,9,13,10,2,50,17,4,490,"2_2",2,2,-12.58824,1.21,47.62712237,-122.3934782,0.039949801,5.031321202
1,4,10,11,6,7,11,50,22,3,491,"2_3",2,3,-11.15568,0.66,47.62733366,-122.3942066,0.089353176,1.49692201
2,5,10,12,9,9,3,50,12,1,492,"2_3",2,3,-11.15568,0.69,47.62733025,-122.3942127,0.089517188,1.636098644
2,3,11,9,9,4,12,50,14,2,493,"2_3",2,3,-10.94232,0.66,47.62733491,-122.3942186,0.039935474,1.49692201
1,5,10,11,9,7,7,50,21,0,494,"2_3",2,3,-10.57656,0.86,47.62733672,-122.3942253,0.089517175,2.541605875
1,5,9,10,14,10,1,50,16,4,495,"2_3",2,3,-10.5156,0.85,47.62733685,-122.394231,0.089517173,2.482842407
2,5,10,7,8,10,8,50,18,3,496,"2_3",2,3,-10.48512,0.75,47.62733678,-122.3942344,0,1.933008795
3,6,12,9,9,11,0,50,26,1,497,"2_3",2,3,-10.48512,0.94,47.62732868,-122.3942362,0.144125164,3.036456126
1,4,4,11,9,13,8,50,19,3,498,"2_3",2,3,-10.42416,1.14,47.6273269,-122.3942342,0.165132611,4.466023519
3,2,10,9,11,13,2,50,17,3,499,"2_3",2,3,-10.27176,1.04,47.62733491,-122.3942311,0.164687872,3.716875222
2,4,13,8,6,6,11,50,21,1,500,"2_3",2,3,-10.14984,0.83,47.62733933,-122.394238,0.056563792,2.367377349
1,3,8,16,10,12,0,50,25,2,501,"2_3",2,3,-10.08888,0.78,47.62734049,-122.3942489,0.089353169,2.090742312
3,8,10,13,7,9,0,50,17,4,502,"2_3",2,3,-10.0584,0.69,47.62734369,-122.3942546,0.119806426,1.636098644
3,5,8,12,11,7,4,50,24,2,503,"2_3",2,3,-9.87552,0.79,47.627347,-122.3942598,0.040057702,2.144694735
2,4,12,10,10,11,1,50,14,4,504,"2_3",2,3,-9.78408,0.69,47.62735019,-122.3942655,0.089353165,1.636098644
3,5,11,8,12,8,3,50,22,1,505,"2_3",2,3,-9.66216,0.94,47.62734933,-122.394269,0.126634971,3.036456126
1,2,9,12,9,7,10,50,20,0,506,"2_3",2,3,-9.17448,1.21,47.62735182,-122.394276,0.039935477,5.031321202
2,8,10,9,12,7,2,50,21,3,507,"2_3",2,3,-8.9916,1.58,47.62734359,-122.3942846,0.26855144,8.578778942
2,2,13,11,8,10,4,50,23,2,508,"2_3",2,3,-9.05256,1.87,47.62733741,-122.3942988,0.120173108,12.01695725
3,2,10,6,12,12,5,50,23,3,509,"2_3",2,3,-9.54024,1.51,47.62733447,-122.3943046,0.089517153,7.835472626
3,3,11,11,8,7,7,50,16,3,510,"2_3",2,3,-9.72312,1.13,47.62733526,-122.3943107,0.178706331,4.388015875
2,4,12,9,12,8,3,50,26,1,511,"2_3",2,3,-9.72312,0.55,47.62733941,-122.3943203,0.164687868,1.039529174
3,8,9,9,7,6,8,50,22,6,512,"2_3",2,3,-9.38784,0.74,47.62734364,-122.3943249,0.039935476,1.881805539
2,4,13,10,12,7,2,50,20,3,513,"2_3",2,3,-8.80872,1.29,47.6273367,-122.3943314,0.120173092,5.718613218
1,7,11,7,6,12,6,50,19,3,514,"2_3",2,3,-8.59536,1.08,47.62733894,-122.3943394,0.089517135,4.008287036
3,6,12,11,12,6,0,50,37,3,515,"2_3",2,3,-8.47344,0.9,47.62734069,-122.3943494,0.08951713,2.783532664
3,4,9,11,9,8,6,50,17,2,516,"2_3",2,3,-8.41248,0.71,47.62734324,-122.3943593,0.144294607,1.732319526
1,7,10,7,8,8,9,50,28,2,517,"2_3",2,3,-8.26008,0.68,47.62734446,-122.3943668,0.056563773,1.589019141
4,4,10,11,7,12,2,50,16,1,518,"2_3",2,3,-8.26008,0.49,47.62734572,-122.3943725,0.113127543,0.825094065
4,5,11,10,9,8,3,50,20,1,519,"2_3",2,3,-8.26008,0.45,47.62734652,-122.3943786,0.089517115,0.695883166
1,7,13,7,14,8,0,50,13,2,520,"2_3",2,3,-7.83336,0.82,47.62734652,-122.3943849,0.089517113,2.310675757
1,4,8,12,12,9,4,50,20,2,521,"2_3",2,3,-7.86384,0.76,47.6273467,-122.3943935,0.126634913,1.984899342
3,3,13,9,9,10,3,50,21,3,522,"2_3",2,3,-7.71144,0.63,47.62734676,-122.3944026,0.126634907,1.363931005
2,4,9,8,11,10,6,50,17,2,523,"2_3",2,3,-7.40664,0.8,47.62734811,-122.3944096,0.080115349,2.199334451
2,7,5,12,12,12,0,50,17,1,524,"2_3",2,3,-7.22376,1.11,47.62734513,-122.394417,0.080115351,4.234062464
3,2,9,9,11,12,4,50,17,2,525,"2_3",2,3,-7.22376,0.99,47.62734936,-122.3944216,0.126325756,3.368074524
2,6,10,11,7,9,5,50,16,0,526,"2_3",2,3,-6.91896,1.07,47.62734924,-122.3944283,0.120173013,3.934403145
1,5,7,12,9,11,5,50,17,3,527,"2_3",2,3,-6.64464,0.79,47.6273497,-122.3944405,0.165132403,2.144694735
3,4,11,11,11,8,2,50,15,1,528,"2_3",2,3,-6.46176,0.59,47.62734945,-122.394454,0.200068602,1.196231754
2,2,10,14,10,5,7,50,14,0,529,"2_3",2,3,-6.49224,1.11,47.62734702,-122.3944686,0.200288326,4.234062464
3,8,12,12,12,3,0,50,15,4,530,"2_3",2,3,-6.73608,1.47,47.62734567,-122.3944803,0.120172993,7.425846585
1,7,8,13,10,10,1,50,15,3,531,"2_3",2,3,-6.49224,1.51,47.62734462,-122.3944877,0.056563757,7.835472626
0,3,11,9,10,10,7,50,12,1,532,"2_3",2,3,-6.37032,1.06,47.62734192,-122.3944925,0.040057664,3.861206545
3,6,12,8,8,12,1,50,19,2,533,"2_3",2,3,-6.2484,0.86,47.62734045,-122.3944985,0.089353149,2.541605875
2,4,10,7,12,13,2,50,26,0,534,"2_3",2,3,-6.03504,0.66,47.62734591,-122.3945105,0.126634855,1.49692201
2,8,6,6,10,12,6,50,16,2,535,"2_3",2,3,-6.06552,1.05,47.62734483,-122.3945196,0.144294531,3.788697237
1,3,8,11,12,8,7,50,13,3,536,"2_3",2,3,-6.43128,1.02,47.62733933,-122.394528,0.056563754,3.575293066
3,2,9,10,10,11,5,50,17,1,537,"2_3",2,3,-6.5532,1.2,47.62733853,-122.3945343,0.040057659,4.948502514
2,7,11,9,9,11,1,50,17,1,538,"2_3",2,3,-6.5532,1.48,47.62733749,-122.3945417,0.080115317,7.527222157
2,4,10,11,9,6,8,50,21,1,539,"2_3",2,3,-6.5532,1.15,47.6273362,-122.3945501,0.113127506,4.544718455
1,5,7,12,12,9,4,50,21,2,540,"2_3",2,3,-6.03504,1.57,47.62733525,-122.3945587,0.179034139,8.470530449
3,8,9,9,9,10,2,50,20,3,541,"2_3",2,3,-6.18744,0.87,47.62733755,-122.3945695,0.05656375,2.601056634
1,3,9,10,9,8,10,50,24,0,542,"2_3",2,3,-6.12648,0.57,47.62733337,-122.3945803,0.079870948,1.11650588
2,5,8,11,11,13,0,50,28,2,543,"2_3",2,3,-6.06552,0.8,47.62733306,-122.394591,0.126634838,2.199334451
1,3,7,11,7,12,9,50,17,5,544,"2_3",2,3,-6.12648,0.72,47.62732993,-122.3945944,0.039935476,1.781460905
1,7,6,10,6,8,12,50,22,2,545,"2_3",2,3,-6.096,0.73,47.62733183,-122.394596,0,1.831289576
3,2,8,10,12,14,1,50,20,3,546,"2_3",2,3,-6.12648,0.68,47.62733029,-122.3946116,0.200288257,1.589019141
2,5,12,12,12,3,4,50,20,2,547,"2_3",2,3,-6.12648,1.01,47.62732946,-122.3946196,0.200068552,3.505532927
2,4,9,11,9,9,6,50,24,2,548,"2_3",2,3,-6.12648,0.77,47.62732802,-122.3946302,0.200288247,2.037477181
3,3,11,9,11,12,1,50,29,2,549,"2_3",2,3,-6.096,0.82,47.62732313,-122.3946486,0.243641117,2.310675757
2,2,9,11,6,13,7,50,20,4,550,"2_3",2,3,-6.12648,0.79,47.62732273,-122.3946642,0,2.144694735
3,7,11,9,11,8,1,50,17,2,551,"2_3",2,3,-6.06552,1.77,47.62731601,-122.3946714,0.20006855,10.76608578
3,4,8,11,12,9,3,50,22,2,552,"2_3",2,3,-6.88848,0.81,47.62731391,-122.3946924,0.089517054,2.254661458
3,5,11,7,12,12,0,50,21,4,553,"2_3",2,3,-6.64464,1.04,47.62731225,-122.3947023,0.080115296,3.716875222
3,7,9,10,12,6,3,50,19,6,554,"2_3",2,3,-6.46176,1.36,47.62731022,-122.3947199,0.243641096,6.356076562
2,4,11,7,10,10,6,50,18,0,555,"2_3",2,3,-6.43128,0.98,47.62731102,-122.3947447,0.283233048,3.30037626
2,4,11,12,11,9,1,50,28,0,556,"2_3",2,3,-6.30936,0.89,47.62730975,-122.3947639,0.080115277,2.722020029
3,6,12,12,13,3,1,50,14,1,557,"2_3",2,3,-5.97408,1.04,47.62730542,-122.3947769,0.120172918,3.716875222
2,7,8,13,15,4,1,50,19,3,558,"2_3",2,3,-6.33984,1.36,47.62729952,-122.3948009,0.204230763,6.356076562
2,5,10,9,9,13,2,50,25,2,559,"2_3",2,3,-6.5532,1.38,47.62729792,-122.3948199,0.080115276,6.544394575
4,3,7,6,13,10,7,50,25,1,560,"2_3",2,3,-6.5532,1.39,47.62729811,-122.394816,0.089517036,6.639584519
2,6,13,11,9,8,1,50,17,1,561,"2_3",2,3,-6.5532,1.23,47.62729955,-122.3948117,0.040057639,5.199020454
1,6,9,8,12,11,3,50,25,1,562,"2_3",2,3,-6.5532,1.25,47.62729869,-122.3948215,0.120172908,5.369468874
2,2,9,8,11,9,9,50,22,1,563,"2_3",2,3,-6.64464,0.94,47.62729774,-122.3948363,0.243641026,3.036456126
2,6,8,13,9,9,3,50,32,0,564,"2_3",2,3,-6.64464,1.16,47.62729371,-122.3948511,0.200288176,4.624100682
3,6,12,14,12,2,1,50,14,1,565,"2_3",2,3,-6.76656,1.2,47.62729153,-122.3948647,0.126634785,4.948502514
1,4,13,9,9,10,4,50,22,0,566,"2_3",2,3,-6.88848,1.08,47.6272907,-122.3948728,0.165132266,4.008287036
5,5,12,11,13,2,2,50,19,1,567,"2_3",2,3,-6.91896,1.18,47.62728772,-122.3948802,0.080115269,4.784927014
3,4,12,9,11,9,2,50,24,2,568,"2_3",2,3,-6.97992,1.16,47.62728557,-122.3948921,0.089517027,4.624100682
2,4,10,12,8,7,7,50,13,2,569,"2_3",2,3,-7.34568,0.76,47.62728376,-122.3949042,0.080115266,1.984899342
2,7,11,9,9,7,5,50,21,2,570,"2_3",2,3,-7.25424,0.75,47.62728234,-122.3949131,0.120172894,1.933008795
2,1,12,10,10,8,7,50,23,1,571,"2_3",2,3,-7.25424,0.81,47.62728059,-122.3949218,0.089517025,2.254661458
2,7,9,12,11,9,0,50,22,0,572,"2_3",2,3,-7.22376,0.99,47.62727865,-122.3949281,0.039935473,3.368074524
2,5,9,11,13,8,2,50,23,1,573,"2_3",2,3,-7.25424,1.14,47.6272758,-122.3949351,0.040057632,4.466023519
2,6,12,7,9,11,3,50,19,0,574,"2_3",2,3,-7.25424,1.03,47.62727764,-122.3949275,0.120172897,3.645740498
4,7,8,13,11,6,1,50,29,4,575,"2_4",2,4,-6.46176,0.99,47.62742335,-122.3940709,0.164687882,3.368074524
2,3,11,9,10,9,6,50,16,4,576,"2_4",2,4,-6.37032,1.17,47.62742866,-122.3940815,0.144294689,4.704170202
3,6,12,9,14,5,1,50,21,2,577,"2_4",2,4,-6.37032,0.78,47.62742816,-122.3940949,0.040057718,2.090742312
4,7,14,10,12,3,0,50,22,0,578,"2_4",2,4,-6.30936,0.82,47.62742916,-122.3941049,0.089517177,2.310675757
2,5,12,11,9,9,2,50,20,4,579,"2_4",2,4,-6.00456,1.17,47.62743077,-122.3941129,0.089517173,4.704170202
5,6,10,10,10,6,3,50,21,4,580,"2_4",2,4,-5.57784,1.26,47.627433,-122.3941248,0.126635009,5.455724022
2,7,11,9,11,9,1,50,21,3,581,"2_4",2,4,-5.21208,1.19,47.6274341,-122.394137,0.089517164,4.866371118
2,2,12,7,8,9,10,50,17,2,582,"2_4",2,4,-5.36448,1.73,47.62743974,-122.394151,0.089353169,10.28498137
1,9,8,6,7,12,7,50,17,1,583,"2_4",2,4,-5.9436,1.52,47.62743564,-122.3941548,0.056563788,7.939597367
1,7,11,9,12,6,4,50,22,1,584,"2_4",2,4,-6.096,1.15,47.62743797,-122.3941597,0.056563788,4.544718455
2,3,10,5,9,12,9,50,14,1,585,"2_4",2,4,-6.00456,1.16,47.62743874,-122.3941686,0.040057705,4.624100682
1,5,10,10,10,14,0,50,15,3,586,"2_4",2,4,-5.76072,1.66,47.62743059,-122.3941789,0.144294661,9.469509394
3,2,9,9,8,7,12,50,17,0,587,"2_4",2,4,-5.6388,1.53,47.62743073,-122.394193,0.113127577,8.044409399
3,3,9,7,11,10,7,50,25,0,588,"2_4",2,4,-5.57784,1.69,47.62743213,-122.3942058,0.120173115,9.814873632
2,4,8,13,10,8,5,50,24,2,589,"2_4",2,4,-5.45592,1.39,47.62743088,-122.3942163,0.056563788,6.639584519
1,5,6,11,5,7,15,50,17,5,590,"2_4",2,4,-5.6388,0.96,47.62743242,-122.3942249,0.113127572,3.167041609
3,6,9,7,16,8,1,50,16,3,591,"2_4",2,4,-5.6388,0.76,47.62743602,-122.3942345,0.089517145,1.984899342
3,6,10,13,10,7,1,50,16,1,592,"2_4",2,4,-5.39496,1.06,47.6274399,-122.3942387,0.040057697,3.861206545
4,6,12,12,11,4,1,50,29,1,593,"2_4",2,4,-5.05968,1.13,47.62744406,-122.3942436,0,4.388015875
1,4,13,11,7,11,3,50,20,2,594,"2_4",2,4,-4.81584,1.04,47.62744441,-122.3942529,0.126634948,3.716875222
3,7,8,11,10,9,2,50,19,2,595,"2_4",2,4,-4.7244,0.83,47.62744475,-122.3942654,0.126634946,2.367377349
3,6,12,10,8,9,2,50,16,0,596,"2_4",2,4,-4.81584,1.04,47.62744696,-122.3942806,0.126634935,3.716875222
4,6,10,12,7,7,4,50,18,1,597,"2_4",2,4,-4.75488,1.26,47.62744906,-122.3942936,0.089353159,5.455724022
1,5,12,10,10,10,2,50,20,1,598,"2_4",2,4,-4.60248,0.72,47.62745112,-122.3943039,0.144125127,1.781460905
3,12,9,11,11,4,0,50,29,1,599,"2_4",2,4,-4.35864,1.05,47.62745343,-122.3943121,0,3.788697237
3,4,12,9,12,10,0,50,13,4,600,"2_4",2,4,-4.1148,1.22,47.62745362,-122.3943197,0.080115355,5.114827182
1,4,13,7,9,8,8,50,22,3,601,"2_4",2,4,-3.99288,1.48,47.62745231,-122.3943308,0.120173035,7.527222157
1,7,12,10,12,6,2,50,14,0,602,"2_4",2,4,-3.99288,0.95,47.62745364,-122.3943441,0.089517103,3.101405221
2,8,11,11,8,8,2,50,19,2,603,"2_4",2,4,-4.08432,0.51,47.62745554,-122.3943527,0.11312753,0.893823267
3,4,7,7,7,11,11,50,26,1,604,"2_4",2,4,-4.29768,0.86,47.62745548,-122.3943624,0.080115347,2.541605875
2,3,11,7,8,16,3,50,26,3,605,"2_4",2,4,-4.38912,0.95,47.62745866,-122.3943725,0.056563763,3.101405221
