red_algae,sugar_kelp,green_algae,soft_sediment,small_rocks,boulder_bedrock,remainder,row_sum,bull_kelp,kelp_crabs,SU,key,site,transect,depth,altitude,DVLlat,DVLlon,EucDIS,area
7,7,7,5,6,6,12,50,7,6,614,2_4,2,4,-3.74904,1.16,47.62745975,-122.3944339,0.126634868,4.624100682
6,8,6,7,5,7,11,50,8,7,615,2_4,2,4,-3.59664,1.14,47.62745761,-122.3944458,0.204230882,4.466023519
6,7,8,7,8,7,7,50,7,6,616,2_4,2,4,-3.71856,1.28,47.62745315,-122.3944587,0.126634874,5.630296194
6,7,8,7,6,7,9,50,8,9,617,2_4,2,4,-3.84048,0.91,47.62745026,-122.3944769,0.165132397,2.845732592
6,7,7,6,7,7,10,50,6,5,618,2_4,2,4,-3.74904,1.01,47.62745083,-122.3944906,0.08011533,3.505532927
7,8,7,8,7,7,6,50,7,8,619,2_4,2,4,-3.32232,0.91,47.62744891,-122.3945037,0.165132391,2.845732592
8,8,8,8,6,6,6,50,8,7,620,2_4,2,4,-3.41376,1.18,47.62744687,-122.3945177,0.080115331,4.784927014
8,9,8,7,5,6,7,50,6,7,621,2_4,2,4,-3.59664,1.12,47.62744561,-122.3945315,0.08011533,4.310695523
10,7,7,8,9,8,1,50,7,6,622,2_4,2,4,-3.59664,0.86,47.62744815,-122.3945408,0.08951708,2.541605875
6,6,6,7,6,7,12,50,8,8,623,2_4,2,4,-3.5052,1.25,47.62744552,-122.3945537,0.169691269,5.369468874
7,7,8,7,7,10,4,50,7,6,624,2_4,2,4,-3.68808,1.35,47.62744523,-122.3945714,0.126634863,6.262948494
8,9,7,8,8,8,2,50,6,7,625,2_4,2,4,-4.20624,0.87,47.62744201,-122.3945771,0.089517081,2.601056634
7,7,7,9,7,8,5,50,7,9,626,2_4,2,4,-4.20624,0.97,47.62744278,-122.394586,0.056563756,3.233365288
8,7,7,7,8,6,7,50,7,8,627,2_4,2,4,-3.87096,0.97,47.62744455,-122.3945956,0.126634858,3.233365288
8,9,7,6,6,8,6,50,7,6,628,2_4,2,4,-3.6576,0.82,47.62744266,-122.3946054,0.089517076,2.310675757
7,6,7,7,8,8,7,50,8,8,629,2_4,2,4,-3.62712,1.72,47.62743283,-122.3946267,0.20423089,10.1664235
8,5,8,7,5,9,8,50,7,6,630,2_4,2,4,-3.99288,1.59,47.62743265,-122.3946467,0.204230883,8.687714726
6,6,8,7,9,6,8,50,5,7,631,2_4,2,4,-4.48056,0.82,47.62743188,-122.3946562,0.056563758,2.310675757
7,7,6,9,7,7,7,50,7,7,632,2_4,2,4,-4.32816,1.19,47.62743584,-122.3946659,0.11312751,4.866371118
7,6,9,7,8,6,7,50,7,5,633,2_4,2,4,-3.90144,1.26,47.62744027,-122.3946746,0.126325753,5.455724022
8,8,7,7,7,8,5,50,8,6,634,2_4,2,4,-3.5052,0.76,47.62743954,-122.3946869,0.165132353,1.984899342
7,7,7,5,8,6,10,50,6,7,635,2_4,2,4,-3.41376,1.25,47.6274378,-122.3947016,0.120172964,5.369468874
9,8,8,7,7,7,4,50,8,6,636,2_4,2,4,-3.71856,1.16,47.6274359,-122.3947114,0.089517067,4.624100682
7,8,8,8,7,7,5,50,5,7,637,2_4,2,4,-3.81,1.15,47.6274344,-122.394724,0.126634845,4.544718455
6,7,7,7,6,6,11,50,5,8,638,2_4,2,4,-3.6576,0.4,47.62743349,-122.3947378,0.120172964,0.549833613
7,8,8,8,7,6,6,50,8,9,639,2_4,2,4,-3.6576,0.97,47.62743239,-122.3947532,0.16513235,3.233365288
9,8,8,7,7,6,5,50,6,8,640,2_4,2,4,-3.84048,0.89,47.62743378,-122.3947661,0.144294519,2.722020029
8,8,9,4,6,7,8,50,7,5,641,2_4,2,4,-3.77952,0.98,47.62743449,-122.3947754,0.120172951,3.30037626
8,7,6,6,6,7,10,50,8,6,642,2_4,2,4,-3.68808,0.66,47.62743591,-122.394785,0.089517055,1.49692201
8,7,6,7,8,7,7,50,4,8,643,2_4,2,4,-3.6576,0.27,47.62743868,-122.3947955,0.144294502,0.25051794
5,6,8,8,8,7,8,50,9,8,644,2_4,2,4,-3.6576,1.1,47.6274352,-122.3948032,0.113127491,4.158116696
7,6,6,8,7,7,9,50,8,8,645,3_1,3,1,-9.6012,0.83,47.62700594,-122.3910285,0.175092987,2.367377349
8,7,6,6,6,6,11,50,8,6,646,3_1,3,1,-9.6012,0.66,47.6270122,-122.3910466,0.156524717,1.49692201
7,7,7,7,6,7,9,50,6,7,647,3_1,3,1,-9.2964,0.87,47.62701717,-122.3910544,0.070076024,2.601056634
7,6,8,6,7,6,10,50,7,7,648,3_1,3,1,-9.35736,0.97,47.62701223,-122.3910699,0.110839194,3.233365288
8,6,8,7,7,6,8,50,8,8,649,3_1,3,1,-9.50976,1,47.62700909,-122.3910858,0.175190083,3.436460079
6,8,6,7,7,6,10,50,6,6,650,3_1,3,1,-9.69264,0.96,47.62700792,-122.3910999,0.178710818,3.167041609
8,8,8,6,6,6,8,50,6,7,651,3_1,3,1,-9.72312,0.94,47.62700985,-122.3911123,0.078262359,3.036456126
8,7,8,9,8,7,3,50,9,8,652,3_1,3,1,-9.72312,0.94,47.62701393,-122.3911253,0.198167693,3.036456126
7,8,7,9,7,5,7,50,6,6,653,3_1,3,1,-9.78408,0.8,47.62701881,-122.3911381,0.034956077,2.199334451
9,6,6,7,8,7,7,50,6,6,654,3_1,3,1,-9.84504,0.88,47.62701804,-122.3911491,0.144378927,2.661194685
8,5,7,7,8,7,8,50,7,7,655,3_1,3,1,-9.81456,0.77,47.62702037,-122.3911645,0.099083838,2.037477181
7,6,9,6,7,7,8,50,4,6,656,3_1,3,1,-9.66216,0.84,47.62702071,-122.3911772,0.105114032,2.424766232
6,7,7,7,9,8,6,50,8,8,657,3_1,3,1,-9.66216,0.7,47.62702396,-122.391192,0.110839172,1.683865439
7,7,6,7,6,6,11,50,6,6,658,3_1,3,1,-9.6012,0.77,47.62702509,-122.3912045,0.14421424,2.037477181
9,8,8,7,7,8,3,50,6,7,659,3_1,3,1,-9.4488,0.63,47.62702976,-122.3912167,0.099083826,1.363931005
5,6,7,6,10,7,9,50,7,7,660,3_1,3,1,-9.26592,0.72,47.62703187,-122.3912314,0.110839157,1.781460905
7,7,6,8,7,5,10,50,7,6,661,3_1,3,1,-9.32688,0.5,47.62703718,-122.3912456,0.126241283,0.85911502
8,7,6,8,7,7,7,50,7,7,662,3_1,3,1,-9.2964,0.63,47.62703736,-122.3912542,0.07837217,1.363931005
6,6,5,6,8,8,11,50,6,7,663,3_1,3,1,-9.2964,0.67,47.62704018,-122.3912677,0.126354785,1.54262693
6,8,6,8,7,8,7,50,9,6,664,3_1,3,1,-9.32688,1.15,47.6270372,-122.3912814,0.105114004,4.544718455
7,9,8,7,7,8,4,50,7,7,665,3_1,3,1,-9.32688,0.95,47.62704263,-122.3913013,0.126354779,3.101405221
6,6,7,6,7,9,9,50,8,8,666,3_1,3,1,-9.32688,0.87,47.62704318,-122.3913147,0.148625707,2.601056634
9,6,9,8,8,9,1,50,6,8,667,3_1,3,1,-9.32688,0.99,47.62704253,-122.3913314,0.140151996,3.368074524
8,8,5,8,6,7,8,50,8,9,668,3_1,3,1,-9.2964,0.9,47.62704259,-122.3913467,0.144378887,2.783532664
9,8,9,9,8,7,0,50,8,8,669,3_1,3,1,-9.11352,0.61,47.62704701,-122.3913599,0.049444687,1.278706795
7,6,8,8,8,8,5,50,8,8,670,3_1,3,1,-9.20496,0.8,47.62704649,-122.3913698,0.105113989,2.199334451
6,9,8,6,8,8,5,50,6,8,671,3_1,3,1,-9.20496,1.03,47.62704513,-122.3913816,0.110839131,3.645740498
7,5,6,8,6,9,9,50,7,8,672,3_1,3,1,-9.20496,0.76,47.62704452,-122.3913965,0.110839132,1.984899342
8,5,7,6,7,7,10,50,8,8,673,3_1,3,1,-9.20496,1.03,47.62704323,-122.3914112,0.144512125,3.645740498
9,6,7,8,6,8,6,50,8,8,674,3_1,3,1,-9.20496,1.19,47.62704261,-122.3914261,0.110839135,4.866371118
8,7,7,8,8,7,5,50,8,7,675,3_1,3,1,-9.47928,0.9,47.62704675,-122.3914358,0.110839128,2.783532664
7,7,7,7,7,9,6,50,7,7,676,3_1,3,1,-9.4488,0.87,47.62704721,-122.3914479,0.126241268,2.601056634
8,5,8,7,8,6,8,50,7,8,677,3_1,3,1,-9.4488,0.75,47.62704889,-122.3914613,0.110839123,1.933008795
9,7,7,6,6,6,9,50,7,6,678,3_1,3,1,-9.4488,0.77,47.62704917,-122.3914711,0.078372153,2.037477181
9,9,5,7,8,8,4,50,7,7,679,3_1,3,1,-9.4488,0.9,47.62704993,-122.3914789,0.078372152,2.783532664
9,7,8,9,8,7,2,50,6,8,680,3_1,3,1,-9.4488,0.91,47.62705003,-122.3914863,0.078372152,2.845732592
5,6,7,7,6,6,13,50,6,6,681,3_1,3,1,-9.4488,0.91,47.62705174,-122.391498,0.12635476,2.845732592
6,7,7,8,7,10,5,50,6,8,682,3_1,3,1,-9.4488,0.88,47.62705199,-122.3915095,0.110839117,2.661194685
6,8,8,6,7,8,7,50,7,8,683,3_1,3,1,-9.4488,0.87,47.6270529,-122.3915214,0.12624126,2.601056634
6,6,6,7,8,7,10,50,7,9,684,3_1,3,1,-9.4488,0.8,47.62705364,-122.3915308,0.105113978,2.199334451
6,8,7,6,7,8,8,50,9,9,685,3_1,3,1,-9.4488,0.76,47.62705425,-122.3915408,0.078372146,1.984899342
7,7,7,7,7,8,7,50,7,7,686,3_1,3,1,-9.4488,0.69,47.62705468,-122.3915484,0.070075983,1.636098644
8,6,6,9,9,8,4,50,7,6,687,3_1,3,1,-9.4488,0.8,47.62705471,-122.3915592,0.099083788,2.199334451
7,8,6,6,9,8,6,50,8,8,688,3_1,3,1,-9.4488,0.79,47.62705382,-122.3915706,0.105113977,2.144694735
7,9,9,7,8,8,2,50,7,7,689,3_1,3,1,-9.4488,0.88,47.6270528,-122.3915826,0.105113979,2.661194685
7,7,7,8,7,6,8,50,7,8,690,3_1,3,1,-9.4488,0.92,47.62705406,-122.3915946,0.156524654,2.908619811
9,8,7,8,5,7,6,50,8,10,691,3_1,3,1,-9.41832,0.77,47.62705583,-122.3916092,0.070075984,2.037477181
9,7,7,7,7,6,7,50,9,7,692,3_1,3,1,-9.4488,0.79,47.62705697,-122.3916217,0.126354748,2.144694735
8,8,7,9,6,7,5,50,7,6,693,3_1,3,1,-9.50976,0.75,47.62706,-122.3916358,0.126241249,1.933008795
7,6,7,9,6,7,8,50,6,8,694,3_1,3,1,-9.26592,0.8,47.62706338,-122.3916501,0.126354735,2.199334451
7,7,7,6,6,7,10,50,8,6,695,3_1,3,1,-9.11352,0.84,47.62706755,-122.3916581,0.035037984,2.424766232
7,8,7,6,8,7,7,50,4,7,696,3_1,3,1,-8.9916,0.84,47.62707046,-122.3916727,0.126241235,2.424766232
8,8,7,7,7,6,7,50,6,8,697,3_1,3,1,-8.86968,0.69,47.62707286,-122.3916848,0.175092842,1.636098644
9,7,6,5,7,7,9,50,9,7,698,3_1,3,1,-8.80872,0.83,47.62707519,-122.3917002,0.144512048,2.367377349
6,9,8,7,8,8,4,50,7,6,699,3_1,3,1,-8.8392,0.87,47.62707564,-122.3917124,0.12635471,2.601056634
5,7,8,5,7,7,11,50,7,8,700,3_1,3,1,-8.8392,0.81,47.62707693,-122.3917227,0.126354707,2.254661458
7,6,8,9,8,6,6,50,6,8,701,3_1,3,1,-8.8392,0.73,47.62707721,-122.3917325,0.078372115,1.831289576
6,8,8,6,8,8,6,50,7,5,702,3_1,3,1,-8.6868,0.76,47.6270773,-122.3917399,0.078262311,1.984899342
7,7,8,6,7,5,10,50,7,5,703,3_1,3,1,-8.41248,0.66,47.62708027,-122.3917449,0.049541876,1.49692201
8,6,6,8,6,8,8,50,6,6,704,3_1,3,1,-8.44296,0.66,47.62707769,-122.3917554,0.110839068,1.49692201
5,7,8,7,7,9,7,50,5,8,705,3_1,3,1,-8.44296,0.55,47.62707821,-122.3917642,0.049541876,1.039529174
8,8,6,7,8,8,5,50,7,7,706,3_1,3,1,-8.44296,0.7,47.62707674,-122.3917765,0.110839069,1.683865439
7,7,8,8,8,6,6,50,9,8,707,3_1,3,1,-8.44296,0.71,47.62707419,-122.3917916,0.105113944,1.732319526
6,5,7,5,8,7,12,50,9,7,708,3_1,3,1,-8.382,0.87,47.62707167,-122.391805,0.156744243,2.601056634
8,7,7,7,6,7,8,50,7,6,709,3_1,3,1,-8.382,0.89,47.62706896,-122.3918222,0.105113953,2.722020029
6,7,6,8,8,6,9,50,8,8,710,3_1,3,1,-8.35152,0.96,47.62707145,-122.3918355,0.144512053,3.167041609
6,8,7,6,5,7,11,50,7,8,711,3_1,3,1,-8.35152,0.93,47.62707488,-122.3918464,0.126241227,2.972194322
9,5,6,8,7,9,6,50,9,8,712,3_1,3,1,-8.13816,0.66,47.62707813,-122.391855,0.049541875,1.49692201
8,7,6,8,8,6,7,50,5,6,713,3_1,3,1,-7.95528,0.84,47.627082,-122.391861,0.156524613,2.424766232
7,7,7,6,6,8,9,50,7,7,714,3_1,3,1,-7.9248,0.66,47.62708703,-122.3918717,0.035037974,1.49692201
6,7,7,8,8,7,7,50,7,6,715,3_1,3,1,-7.80288,0.92,47.62708829,-122.3918775,0.035037975,2.908619811
6,7,8,7,7,9,6,50,6,8,716,3_1,3,1,-7.80288,0.93,47.6270913,-122.391887,0.078372094,2.972194322
6,7,7,7,7,7,9,50,7,7,717,3_1,3,1,-7.80288,0.95,47.62709139,-122.3919007,0.144512003,3.101405221
8,6,9,8,8,8,3,50,7,7,718,3_1,3,1,-8.04672,0.8,47.62709461,-122.3919172,0.156744182,2.199334451
6,9,6,9,8,6,6,50,6,9,719,3_1,3,1,-7.98576,1.1,47.62710071,-122.3919375,0.198167446,4.158116696
8,7,7,6,8,6,8,50,6,6,720,3_1,3,1,-7.7724,1.13,47.62710461,-122.3919419,0.078372077,4.388015875
6,9,6,6,8,8,7,50,7,8,721,3_1,3,1,-7.74192,0.75,47.62710795,-122.3919516,0.110631957,1.933008795
7,8,7,8,6,7,7,50,8,8,722,3_1,3,1,-7.68096,0.75,47.62711053,-122.3919598,0.099083708,1.933008795
9,8,6,6,10,9,2,50,8,8,723,3_1,3,1,-7.58952,0.91,47.6271124,-122.3919694,0.070075921,2.845732592
8,7,7,8,8,7,5,50,6,7,724,3_1,3,1,-7.62,0.81,47.62711016,-122.3919738,0.049541853,2.254661458
6,7,8,7,7,7,8,50,8,7,725,3_1,3,1,-7.65048,0.87,47.6271093,-122.3919711,0.126354641,2.601056634
8,9,7,7,8,6,5,50,7,8,726,3_1,3,1,-7.62,0.85,47.6271093,-122.3919711,0.126354641,2.482842407
7,10,6,8,7,9,3,50,7,6,727,3_1,3,1,-7.62,0.84,47.62710863,-122.3919583,0.144511964,2.424766232
8,7,6,6,7,7,9,50,5,6,728,3_1,3,1,-7.62,0.82,47.62710881,-122.3919544,0.144511965,2.310675757
6,6,9,8,6,6,9,50,7,6,729,3_1,3,1,-7.62,0.94,47.62710881,-122.3919544,0.144511965,3.036456126
7,5,8,7,7,5,11,50,9,6,730,3_2,3,2,-11.30808,0.94,47.6269545,-122.3909638,0.09510169,3.036456126
7,7,9,8,6,6,7,50,6,7,731,3_2,3,2,-11.30808,0.78,47.62696313,-122.3909832,0.150513708,2.090742312
9,6,5,8,6,6,10,50,6,6,732,3_2,3,2,-11.18616,0.85,47.62697123,-122.391,0.127761917,2.482842407
8,7,8,8,6,6,7,50,7,7,733,3_2,3,2,-11.24712,0.82,47.62697429,-122.3910187,0.150612202,2.310675757
8,8,7,5,7,6,9,50,7,8,734,3_2,3,2,-11.18616,0.84,47.62697687,-122.3910394,0.175668217,2.424766232
8,7,5,6,8,5,11,50,7,9,735,3_2,3,2,-11.15568,0.79,47.62697957,-122.3910596,0.150612191,2.144694735
8,9,7,8,5,9,4,50,7,8,736,3_2,3,2,-11.09472,0.86,47.62698073,-122.3910767,0.095279746,2.541605875
9,7,9,5,7,7,6,50,7,7,737,3_2,3,2,-11.06424,0.83,47.62698066,-122.3910925,0.124225785,2.367377349
6,6,6,6,7,6,13,50,7,7,738,3_2,3,2,-11.09472,0.82,47.62698042,-122.391106,0.095279747,2.310675757
7,9,7,8,7,8,4,50,9,7,739,3_2,3,2,-10.9728,0.87,47.62698044,-122.391123,0.153623638,2.601056634
7,6,8,6,5,6,12,50,6,5,740,3_2,3,2,-10.85088,0.99,47.62697979,-122.3911397,0.124225789,3.368074524
5,7,8,7,7,8,8,50,7,5,741,3_2,3,2,-10.8204,1.01,47.62698219,-122.391158,0.150612185,3.505532927
8,5,8,7,7,7,8,50,7,6,742,3_2,3,2,-10.78992,1.01,47.62698436,-122.3911757,0.108617324,3.505532927
6,8,7,8,9,7,5,50,7,9,743,3_2,3,2,-10.94232,0.91,47.62698684,-122.3911951,0.134740837,2.845732592
6,8,9,9,8,7,3,50,7,9,744,3_2,3,2,-10.91184,0.9,47.62698917,-122.3912106,0.13474083,2.783532664
8,7,5,8,7,8,7,50,8,5,745,3_2,3,2,-10.94232,0.9,47.62698905,-122.3912236,0.12422577,2.783532664
6,6,7,7,7,9,8,50,8,8,746,3_2,3,2,-10.91184,0.91,47.62698985,-122.3912359,0.085174592,2.845732592
6,10,5,5,7,7,10,50,6,8,747,3_2,3,2,-10.94232,0.97,47.62699027,-122.3912498,0.095279732,3.233365288
6,7,6,7,7,7,10,50,7,7,748,3_2,3,2,-11.1252,0.9,47.6269864,-122.3912624,0.124225774,2.783532664
8,7,7,6,8,8,6,50,8,6,749,3_2,3,2,-11.09472,1.05,47.62698532,-122.3912777,0.095279737,3.788697237
8,7,7,7,9,8,4,50,7,7,750,3_2,3,2,-11.2776,0.9,47.62698597,-122.3912923,0.124225775,2.783532664
7,6,6,6,6,7,12,50,5,8,751,3_2,3,2,-11.2776,0.94,47.62698817,-122.3913082,0.108617318,3.036456126
9,8,7,6,6,6,8,50,7,6,752,3_2,3,2,-11.24712,1,47.62699044,-122.3913208,0.067370413,3.436460079
8,8,6,8,6,6,8,50,7,6,753,3_2,3,2,-11.24712,0.99,47.62698842,-122.3913072,0.134740831,3.368074524
8,5,7,7,8,6,9,50,7,7,754,3_2,3,2,-11.2776,0,47.62698621,-122.3912913,0.108617321,0
8,6,8,8,6,6,8,50,8,6,755,3_2,3,2,-11.24712,0.94,47.62698342,-122.3912761,0.134740842,3.036456126
6,5,8,6,6,7,12,50,6,5,756,3_2,3,2,-11.24712,0.88,47.62698011,-122.3912647,0.042503723,2.661194685
9,10,9,6,7,7,2,50,8,7,757,3_2,3,2,-11.24712,0.91,47.6269848,-122.3912814,0.150513673,2.845732592
7,7,8,8,9,7,4,50,6,8,758,3_2,3,2,-11.2776,0.91,47.62699097,-122.3912984,0.150612167,2.845732592
7,8,7,7,8,6,7,50,8,6,759,3_2,3,2,-11.2776,0.95,47.6269933,-122.3913138,0.090358271,3.101405221
8,9,7,7,6,7,6,50,8,7,760,3_2,3,2,-11.24712,1.01,47.62699204,-122.3913267,0.090358273,3.505532927
8,7,9,8,5,7,6,50,8,8,761,3_2,3,2,-11.24712,1.02,47.62698943,-122.391339,0.108617316,3.575293066
8,5,7,8,7,8,7,50,8,7,762,3_2,3,2,-11.2776,0.94,47.62699114,-122.3913507,0.108617313,3.036456126
7,7,6,8,7,6,9,50,7,7,763,3_2,3,2,-11.33856,0.94,47.62699277,-122.3913612,0.067370411,3.036456126
8,7,7,7,7,8,6,50,7,8,764,3_2,3,2,-11.2776,0.9,47.62699323,-122.3913733,0.10861731,2.783532664
8,6,8,8,8,8,4,50,6,8,765,3_2,3,2,-11.24712,0.87,47.62699331,-122.391387,0.10861731,2.601056634
8,8,9,7,8,7,3,50,7,8,766,3_2,3,2,-11.24712,0.8,47.62699525,-122.3913994,0.108617307,2.199334451
4,8,7,6,7,7,11,50,9,6,767,3_2,3,2,-11.21664,0.72,47.62699773,-122.3914127,0.108617303,1.781460905
8,8,8,8,7,8,3,50,5,7,768,3_2,3,2,-11.09472,0.87,47.62699886,-122.3914252,0.09527972,2.601056634
8,7,6,7,4,6,12,50,7,7,769,3_2,3,2,-11.06424,0.8,47.62700067,-122.3914381,0.108617299,2.199334451
6,6,7,7,7,8,9,50,9,7,770,3_2,3,2,-11.06424,0.85,47.62699999,-122.3914502,0.060238841,2.482842407
8,8,7,8,6,7,6,50,7,8,771,3_2,3,2,-11.06424,0.86,47.62700147,-122.3914629,0.060238841,2.541605875
6,10,9,7,8,9,1,50,9,8,772,3_2,3,2,-11.06424,0.86,47.62700309,-122.3914734,0.090358259,2.541605875
6,8,7,8,7,7,7,50,7,6,773,3_2,3,2,-11.06424,0.83,47.62700327,-122.391482,0.067370401,2.367377349
6,7,6,8,6,8,9,50,5,7,774,3_2,3,2,-11.09472,0.86,47.62700376,-122.3914925,0.0673704,2.541605875
6,8,6,6,7,7,10,50,8,6,775,3_2,3,2,-11.06424,0.93,47.62700499,-122.3915062,0.090358257,2.972194322
8,7,9,7,6,7,6,50,8,6,776,3_2,3,2,-11.06424,0.97,47.62700422,-122.3915172,0.067370399,3.233365288
9,5,6,7,8,6,9,50,8,6,777,3_2,3,2,-11.06424,0.86,47.62700735,-122.3915325,0.095279707,2.541605875
8,8,8,7,7,8,4,50,9,6,778,3_2,3,2,-11.06424,0.97,47.62700074,-122.3915453,0.120477683,3.233365288
8,9,7,7,6,8,5,50,7,7,779,3_2,3,2,-11.06424,0.93,47.62700679,-122.3915628,0.150513634,2.972194322
6,8,8,8,7,7,6,50,7,7,780,3_2,3,2,-11.09472,0.86,47.62701114,-122.3915793,0.108617284,2.541605875
8,7,7,7,7,6,8,50,7,7,781,3_2,3,2,-11.03376,0.82,47.62701301,-122.3915951,0.124225724,2.310675757
7,9,7,7,6,7,7,50,7,8,782,3_2,3,2,-11.03376,0.81,47.62701847,-122.3916134,0.108617271,2.254661458
6,8,7,7,6,7,9,50,8,8,783,3_2,3,2,-11.03376,0.83,47.62701565,-122.3916249,0.095167687,2.367377349
8,9,4,5,6,8,10,50,7,8,784,3_2,3,2,-11.03376,0.82,47.62701488,-122.3916358,0.06023883,2.310675757
5,6,6,8,7,6,12,50,7,8,785,3_2,3,2,-11.03376,0.84,47.62701187,-122.391645,0.06023883,2.424766232
8,6,7,6,7,8,8,50,7,9,786,3_2,3,2,-11.03376,0.82,47.62700938,-122.3916567,0.134529531,2.310675757
6,9,7,5,6,8,9,50,8,7,787,3_2,3,2,-11.06424,0.85,47.6270083,-122.391672,0.124111198,2.482842407
6,7,8,8,9,8,4,50,7,8,788,3_2,3,2,-11.03376,0.9,47.62700759,-122.3916858,0.095167694,2.783532664
7,8,7,7,6,8,7,50,7,7,789,3_2,3,2,-11.03376,0.91,47.6270071,-122.3917003,0.108617289,2.845732592
8,8,7,6,6,6,9,50,6,7,790,3_2,3,2,-11.03376,0.88,47.62701066,-122.3917169,0.108617282,2.661194685
7,7,7,8,8,6,7,50,7,6,791,3_2,3,2,-11.03376,0.91,47.62700906,-122.3917297,0.095279702,2.845732592
6,7,6,8,7,6,10,50,8,7,792,3_2,3,2,-11.03376,0.9,47.62700881,-122.3917432,0.120477669,2.783532664
8,7,8,7,8,9,3,50,6,7,793,3_2,3,2,-11.06424,0.92,47.62700788,-122.3917563,0.134551981,2.908619811
9,7,8,7,8,6,5,50,6,7,794,3_2,3,2,-11.03376,0.9,47.62700929,-122.3917724,0.134740787,2.783532664
8,7,9,8,8,7,3,50,8,8,795,3_2,3,2,-11.06424,0.86,47.62701208,-122.3917875,0.108617278,2.541605875
6,8,7,7,6,7,9,50,6,7,796,3_2,3,2,-11.00328,0.91,47.62701217,-122.3917949,0.090358247,2.845732592
8,8,6,6,7,6,9,50,5,7,797,3_2,3,2,-11.06424,0.86,47.62701623,-122.3918033,0.108519711,2.541605875
6,7,7,7,7,8,8,50,8,6,798,3_2,3,2,-11.03376,0.79,47.6270235,-122.3918158,0.108519703,2.144694735
8,6,6,7,6,7,10,50,6,6,799,3_2,3,2,-11.06424,0.86,47.62702058,-122.3918261,0.067370385,2.541605875
6,9,8,7,8,6,6,50,7,7,800,3_2,3,2,-11.03376,0.92,47.62701966,-122.3918392,0.108617268,2.908619811
6,7,7,7,8,6,9,50,8,7,801,3_2,3,2,-11.03376,0.95,47.62702254,-122.3918556,0.150612097,3.101405221
9,7,7,9,8,7,3,50,6,7,802,3_2,3,2,-11.03376,1.13,47.62701548,-122.3918688,0.134529521,4.388015875
6,7,7,5,6,7,12,50,7,6,803,3_2,3,2,-11.21664,0.98,47.62701477,-122.3918826,0.090358243,3.30037626
8,7,7,8,8,7,5,50,6,8,804,3_2,3,2,-11.15568,0.75,47.62701648,-122.3918943,0.123969651,1.933008795
7,7,9,9,6,7,5,50,7,9,805,3_2,3,2,-11.15568,0.79,47.62701888,-122.3919063,0.175668106,2.144694735
8,8,6,6,7,6,9,50,7,8,806,3_2,3,2,-11.30808,0.97,47.62701338,-122.391921,0.090358244,3.233365288
7,7,7,8,7,8,6,50,8,6,807,3_2,3,2,-11.52144,0.91,47.62700972,-122.3919343,0.09035825,2.845732592
6,6,7,8,7,7,9,50,7,9,808,3_2,3,2,-11.49096,1.04,47.62700582,-122.3919487,0.090358255,3.716875222
7,9,7,8,7,8,4,50,6,4,809,3_2,3,2,-11.46048,1.12,47.62700527,-122.3919603,0.095279706,4.310695523
6,6,8,7,8,7,8,50,7,7,810,3_2,3,2,-11.46048,1.14,47.6270048,-122.3919668,0.042587287,4.466023519
7,7,8,6,6,6,10,50,8,9,811,3_2,3,2,-11.49096,1.13,47.62700738,-122.391975,0.127761855,4.388015875
7,7,7,8,8,7,6,50,7,6,812,3_2,3,2,-11.76528,0.97,47.62700575,-122.3919895,0.120477672,3.233365288
7,7,7,7,7,6,9,50,7,6,813,3_2,3,2,-11.8872,0.92,47.62700185,-122.3919976,0.060238839,2.908619811
8,6,6,6,8,9,7,50,9,7,814,3_2,3,2,-11.8872,0.96,47.6270044,-122.3920137,0.108617289,3.167041609
7,7,6,7,7,8,8,50,7,8,815,3_2,3,2,-11.8872,0.94,47.62701041,-122.3920266,0.085174567,3.036456126
9,8,6,8,7,7,5,50,5,7,816,3_2,3,2,-11.8872,0.95,47.62701357,-122.3920402,0.127761845,3.101405221
7,6,9,7,7,8,6,50,7,9,817,3_2,3,2,-11.8872,1,47.62701369,-122.3920584,0.090358244,3.436460079
7,6,6,8,7,8,8,50,6,7,818,3_2,3,2,-11.97864,1,47.62701028,-122.3920708,0.090358247,3.436460079
6,5,6,7,7,6,13,50,9,9,819,3_2,3,2,-12.07008,0.92,47.62701592,-122.3920852,0.134551971,2.908619811
7,6,5,8,8,7,9,50,8,7,820,3_2,3,2,-12.0396,0.94,47.62701813,-122.3920949,0.085174558,3.036456126
6,7,7,7,7,6,10,50,7,7,821,3_2,3,2,-12.0396,0.94,47.627017,-122.3921011,0.042587281,3.036456126
6,6,7,7,10,8,6,50,7,7,822,3_2,3,2,-12.07008,0.92,47.6270181,-122.3921153,0.095279687,2.908619811
7,7,7,10,7,6,6,50,7,7,823,3_2,3,2,-12.0396,0.93,47.62701463,-122.392131,0.120477657,2.972194322
9,6,8,6,7,7,7,50,9,8,824,3_2,3,2,-12.07008,0.89,47.6270196,-122.392145,0.150513611,2.722020029
7,8,7,7,6,7,8,50,7,9,825,3_2,3,2,-12.0396,0.93,47.62702073,-122.3921638,0.134740762,2.972194322
6,9,9,6,9,8,3,50,8,7,826,3_2,3,2,-12.07008,0.86,47.62702333,-122.3921828,0.150612094,2.541605875
7,5,6,7,6,7,12,50,8,8,827,3_2,3,2,-12.0396,0.92,47.62702591,-122.3921972,0.108617256,2.908619811
